time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°)
8/31/2024,32.8,23.6,0.7,17.4,25
9/1/2024,32.4,24,1.3,20.1,25
9/2/2024,30.5,23.2,13.9,17.6,42
9/3/2024,26.1,23.3,29.1,15.6,48
9/4/2024,28.5,22.4,20.6,21.1,26
9/5/2024,28.5,22,4.2,24.7,14
9/6/2024,30.5,22.2,0.3,28.8,14
9/7/2024,28.9,22.3,0,28.3,16
9/8/2024,26.5,18.2,0,24,21
9/9/2024,28,16.5,0,17.1,20
9/10/2024,31,19.9,0,17.9,18
9/11/2024,31.9,21.4,0,15,16
9/12/2024,32.7,20.5,0.3,12.8,31
9/13/2024,34.5,21.2,0,14.2,158
9/14/2024,34.2,24,0,16.8,191
9/15/2024,34.8,25.2,0.4,14.3,191
9/16/2024,34.3,23.8,0,8.7,14
9/17/2024,34,22.9,0,10.1,124
9/18/2024,34.7,23.6,0.3,18.6,173
9/19/2024,35.6,24.6,0.3,17.7,171
9/20/2024,34.8,24.6,0,16,167
9/21/2024,34.8,23.8,0,22.4,159
9/22/2024,34.8,24.2,0.4,17.2,163
9/23/2024,33.3,25,0.1,19,141
9/24/2024,33.5,22.9,1.2,11.3,66
9/25/2024,34,23.2,0.7,23.7,353
9/26/2024,30.3,20.1,0,19.4,16
9/27/2024,32.4,17.6,0,11.7,348
9/28/2024,33,18.2,0,13.5,356
9/29/2024,33,19.2,0,11.4,7
9/30/2024,33.3,19.5,0,11.4,71
10/1/2024,33.5,19.5,0,18.5,27
10/2/2024,32.5,21.3,0,13.8,38
10/3/2024,33.3,20.4,0,11.6,152
10/4/2024,32.5,20.8,0,20,35
10/5/2024,32.7,22.2,0,13.8,36
10/6/2024,33.2,20.9,0,16.7,42
10/7/2024,33,21.5,0,17.4,30
10/8/2024,32.8,20.6,0,17.7,26
10/9/2024,32.8,17.5,0,10.9,49
10/10/2024,34.1,18.4,0,11.9,128
10/11/2024,32.9,18.4,0,13.9,170
10/12/2024,33.7,18,0,16.9,205
10/13/2024,36.3,20.8,0,16.7,217
10/14/2024,35.2,20.7,0,16.2,323
10/15/2024,35.1,20.3,0,13.9,212
10/16/2024,24.5,17,0,24.9,54
10/17/2024,25.1,12.4,0,17.2,99
10/18/2024,27.1,14.6,0.5,19.2,125
10/19/2024,29.5,18,0,16.7,98
10/20/2024,29.5,17,0,13.4,86
10/21/2024,29.5,16,0,16.6,171
10/22/2024,30.1,18.6,0.3,15.7,187
10/23/2024,31,18.1,0,15.9,178
10/24/2024,30.8,20.2,0.3,20.4,186
10/25/2024,31.5,20.1,0,14.3,191
10/26/2024,31.5,19.1,0,11.7,192
10/27/2024,31.8,19.5,0,16.3,193
10/28/2024,30.5,18.6,0.2,24.3,173
10/29/2024,30.4,21.5,1.5,29.9,163
10/30/2024,31,22.3,2.3,23.8,172
10/31/2024,28.5,21.4,0.8,17.2,42
11/1/2024,29.6,19.5,0.3,19.2,65
11/2/2024,28.3,21.1,6.8,23.8,136
11/3/2024,28.9,21.8,2.3,29.9,169
11/4/2024,31.5,20,8.4,31.7,174
11/5/2024,21.8,14.8,24,26,346
11/6/2024,24,10.7,0,11.3,48
11/7/2024,28.1,19,6.7,17.2,111
11/8/2024,28.5,17,2.5,21.2,166
11/9/2024,23.1,14.6,0,19.7,7
11/10/2024,28,15.8,0,11.3,7
11/11/2024,27.2,16.2,0,10.8,9
11/12/2024,27.9,14.2,0,14,98
11/13/2024,29.1,15.9,0,17.3,307
11/14/2024,22.6,11.3,0,15.1,10
11/15/2024,23.5,8.4,0,13.5,113
11/16/2024,26.3,12.4,0,17.5,165
11/17/2024,29,16.4,2.2,29.1,167
11/18/2024,25.6,16.1,16.1,29,207
11/19/2024,27,10.4,0,16.5,297
11/20/2024,18.4,10.4,0,20.9,2
11/21/2024,20.9,2.9,0,10.2,262
11/22/2024,23.1,6.8,0,11.7,267
11/23/2024,23.5,8.6,0,16,199
11/24/2024,26,14.8,0,27.9,198
11/25/2024,27.5,10.9,0,23.2,274
11/26/2024,18.5,7.3,0,19.3,13
11/27/2024,25,13.3,0,21.6,220
11/28/2024,18.3,9.2,0,23,11
11/29/2024,13.2,4.4,0,17.8,22
11/30/2024,16.6,4.6,0,9.2,135
12/1/2024,17.9,8.9,0,10.9,85
12/2/2024,18.5,7.3,0,14.8,36
12/3/2024,15,9.8,1.8,11.2,41
12/4/2024,18.4,11.1,17.1,10.3,31
12/5/2024,16.1,11.9,0.1,19.9,22
12/6/2024,11.3,6.4,2,16.9,22
12/7/2024,9.1,6.1,12.1,14.3,28
12/8/2024,16.5,7.9,1.5,15.7,215
12/9/2024,26.5,10.2,0,14.7,232
12/10/2024,14.9,7.3,0,26.3,348
12/11/2024,16.7,2.8,0,16.8,298
12/12/2024,16.9,2.8,0,17.7,179
12/13/2024,19.8,12.9,2.4,16.4,150
12/14/2024,25.9,18,1.1,20.3,200
12/15/2024,24.5,18.6,2.8,24.2,179
12/16/2024,24.7,19.4,1.3,18.5,180
12/17/2024,25.9,17.4,1.8,17.4,177
12/18/2024,19.5,11.6,2.2,24.8,355
12/19/2024,17.9,5.2,0,13.6,6
12/20/2024,18.1,7.8,0,15.6,17
12/21/2024,15.4,2.8,0,10.8,68
12/22/2024,19.9,6,0,17.8,157
12/23/2024,24,12.2,0.1,22.8,170
12/24/2024,25,14.9,15.1,19.2,189
12/25/2024,19.1,13.4,0,12.3,29
12/26/2024,24.2,12.4,25.4,22.7,302
12/27/2024,25.9,7.6,0,13,213
12/28/2024,25.5,15.7,3.7,24.7,254
12/29/2024,22.8,8.2,0,14.5,243
12/30/2024,26.7,10.5,0,15.4,219
12/31/2024,18.8,10.4,0,23.7,14
